Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Fantasy, Comedy, Drama",en,1998-09-17,7.3,peaceful; jennifer's; david,Pleasantville
"Adventure, Drama, Action, Fantasy",en,2009-09-04,6.1,slave; secrets; ship,Valhalla Rising
"Comedy, TV Movie",en,2019-04-16,6.5,nearly; ultimate; search,How High 2
"Family, Animation",en,2017-04-04,7.2,made; normies; plots,Monster High: Electrified
"Comedy, Drama, Family",en,1982-06-18,6.5,orphan; mansion; run,Annie
Comedy,en,2009-09-25,5.0,away; kristy; legendary,I Hope They Serve Beer in Hell
"Drama, Fantasy",en,1994-09-12,7.0,suspect; dark; increasingly,Heavenly Creatures
Horror,en,2002-01-01,5.1,mexico; if; crocodile.,Crocodile 2: Death Swamp
"Action, Comedy, Romance",fr,1973-11-23,7.1,english; dashing; hero,The Magnificent One
"Action, Drama, Thriller",ja,1973-12-01,7.6,revenge; purposefully; later,Lady Snowblood
Documentary,en,2002-04-20,3.5,'spider-man.'; making; documentary,Beyond the Ultimate Spin: The Making of 'Spider-Man'
"Comedy, Drama",fr,2010-10-20,7.1,convictions; white; decide,Little White Lies
"Drama, Thriller",en,2003-01-16,6.9,gun; involving; trial,Runaway Jury
Drama,pt,2003-03-21,7.5,dráuzio; de; paulo,Carandiru
"Drama, Action",cn,1994-09-17,7.0,unusual; swordsmen; cynical,Ashes of Time
"Animation, Fantasy, Family",ru,2012-10-11,5.7,frost; free; sister,The Snow Queen
"Western, Crime, Action, Adventure, Drama",en,1988-02-17,6.7,authority; rancher; became,Young Guns
"Action, Science Fiction",en,1997-04-04,5.1,play; you're; rules.,Double Team
"Action, Fantasy, Drama",cn,2022-02-12,2.0,wudang; dissension; bloodshed,New Kung Fu Cult Master 2
"Drama, Romance, Comedy",en,1998-12-25,7.1,divorced; career; celebrate,Stepmom
"Action, Adventure, Crime",cn,1993-10-21,5.8,leader; ruthless; doesn't,Supercop 2
"Drama, Horror, Thriller",en,2012-10-09,5.9,set; team; village,Werewolf: The Beast Among Us
Drama,en,2008-07-03,6.3,coming-of-age; classmates; trades,The Wackness
"Drama, Crime, Comedy",en,2019-09-27,6.0,firm; amass; helping,The Laundromat
"Adventure, Comedy, Family",en,2001-11-10,6.0,bahamas; winter; paths,Holiday in the Sun
Thriller,en,1985-10-04,6.4,forrester; husband; years.,Jagged Edge
Thriller,es,2019-11-08,5.3,case; kidnapping; novelist,The Silence of the Marsh
Drama,en,2021-05-28,6.8,human/half; monster-infested; had,Growing Fangs
"Adventure, Action, Western",en,1969-03-18,6.6,marshal; too; apache,Mackenna's Gold
"Action, Adventure, Mystery, Science Fiction, Thriller",en,2003-12-25,6.2,envelope.; incapable; breaching,Paycheck
Comedy,en,2011-09-02,5.9,end-of-summer; attempt; 30-year-olds,A Good Old Fashioned Orgy
"Crime, History",en,1973-12-05,7.6,refuses; investigate; officers,Serpico
Comedy,fr,2017-02-15,6.5,men; flo; founded,Alibi.com
"Drama, Thriller",en,2012-08-23,6.4,phone; customer; food,Compliance
"Drama, History, Music",en,2019-09-27,6.8,global; embarks; if,Judy
Horror,it,1963-08-17,7.1,horror.; “the; short,Black Sabbath
"Comedy, Drama, Romance",en,2007-05-11,5.9,time.; nature; follows,I Could Never Be Your Woman
"Drama, Thriller",fa,2016-06-24,7.3,tehran.; incident; previous,The Salesman
"Music, Comedy",en,1984-05-04,7.5,release; full; everything,This Is Spinal Tap
"Action, Adventure, Thriller",en,2012-10-25,5.1,revealed; far; female,Maximum Conviction
"Horror, Science Fiction, Thriller",en,2015-03-16,5.0,single; turns; mother,The Diabolical
"Action, Fantasy",en,2007-02-06,4.1,small; chaos.; left...,Highlander: The Source
Horror,en,1993-11-01,6.0,lovecraft; divided; h.p.,Necronomicon
"Horror, Mystery, Thriller",en,2008-04-25,5.6,committing; begin; systematically,From Within
Action,en,2017-03-11,5.6,together; buried; prey,The Archer
"Drama, Romance, Thriller",en,1993-06-18,5.3,convince; surgeon; top,Boxing Helena
Action,en,2009-04-24,5.9,real; harvey; barely,Fighting
"Action, Thriller",en,1996-11-08,6.7,police; kidnapped; tactic,Ransom
"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",en,2008-02-12,2.9,december; shift.; faith,2012 Doomsday
"Science Fiction, Action, Drama",en,2009-10-27,6.8,ones; (cavils); achieve,Battlestar Galactica: The Plan
"Family, Animation, Adventure, Comedy",fr,1986-12-03,6.7,romans; rain; ancient,Asterix in Britain
"Comedy, Drama",en,2017-12-05,6.0,teen; ultimate; starts,F*&% the Prom
"Comedy, Drama",en,2016-05-06,6.7,despite; foster; dreamed,Florence Foster Jenkins
"Animation, Adventure, Family",ja,2009-03-07,6.4,spaceship; floor; wakes,Doraemon: The New Record of Nobita's Spaceblazer
"Action, Adventure, Comedy",en,2016-05-27,5.7,faking; death; adventure,The Do-Over
"Science Fiction, Thriller, Horror",en,1990-09-14,5.9,inside; 13; using,Hardware
"Family, Comedy",en,2004-07-09,6.0,embark; hannah; lifetime.,Sleepover
"Comedy, Drama, Romance",en,2002-02-22,6.5,terms; identity; struggles,My Big Fat Greek Wedding
"Romance, Comedy",en,2019-11-06,6.5,finding; empty; husband,Holiday in the Wild
"Thriller, Crime, Drama",ko,2013-02-21,7.4,infiltrating; undercover; corporate,New World
"Action, Crime, Fantasy, Adventure",zh,2013-09-27,6.3,reaches; conspiracy; captivating,Young Detective Dee: Rise of the Sea Dragon
"Comedy, Adventure",en,1985-12-06,6.2,employees; decoys; bumbling,Spies Like Us
"Drama, History",en,2019-04-05,7.4,summit; desegregation; schools,The Best of Enemies
"Fantasy, Comedy",en,1991-05-10,5.9,property; return; steve,Switch
Documentary,en,2019-05-14,7.3,uneasy; iraqi; joins,Mosul
"Mystery, Thriller",en,1987-02-06,6.1,catherine; alexandra; can't,Black Widow
"Comedy, Action",en,2007-08-03,6.3,--; sparring; frank,Hot Rod
"Horror, Comedy, Science Fiction",en,2021-11-19,5.0,horde; protect; toy,Black Friday
"Drama, Romance, History",en,1999-12-16,6.7,king.; british; (now,Anna and the King
Drama,en,1980-09-19,7.5,always; together; suicide,Ordinary People
Documentary,en,2014-03-25,6.0,your; spell-binding; than,Enchanted Kingdom
"Adventure, Action, Family",en,2006-07-21,5.2,alan; investigate; blunt,Stormbreaker
"Thriller, TV Movie",en,2021-06-03,2.0,until; devious; bachelorette,The Perfect Wedding
"Action, Adventure, Thriller, Drama",en,2011-04-25,5.4,small; city; murder,Blood Out
"Family, Animation",en,2020-08-14,6.7,set; sea; embark,Octonauts and the Caves of Sac Actun
"Drama, War",tr,2017-10-27,8.2,süleyman; home.; abandoning,Ayla: The Daughter of War
"Action, Comedy",ja,2018-09-14,7.0,spontaneity; literary; those,Hibiki
Documentary,en,2021-06-10,7.3,track; age; junior,Sisters on Track
"Adventure, Drama, Thriller",en,1990-03-16,6.4,themselves; civilization; island,Lord of the Flies
Thriller,es,2016-09-09,6.6,romantic; quiet; ana,The Fury of a Patient Man
"Adventure, Drama",fr,1981-12-16,7.1,sensational; nature.; element,Quest for Fire
"Romance, Drama",en,2021-05-17,7.8,romance; kite; festival,High Flying Romance
"Western, Action, Adventure",en,1966-11-01,7.1,mexican; wife; four,The Professionals
"Adventure, Family, Fantasy",en,1961-12-19,6.4,animals.; under; us,Mysterious Island
"Adventure, Action, Animation",ja,2019-12-06,7.4,uncover; action-packed; diary,Lupin III: The First
"Family, Drama",en,2017-10-03,6.2,american; point; she’s,Rip Tide
"Drama, Romance",en,1979-10-06,7.0,narrative; same; estate,Tess
"Adventure, Comedy",cn,1993-07-10,4.8,cast; continued; early,Crazy Hong Kong
"Adventure, Fantasy",en,1999-04-01,4.3,devour; outpost.; arms,Beowulf
"Thriller, Action, Crime",en,1997-09-28,6.3,tracked; officer; killer-for-hire,The Assignment
"Mystery, Drama, Thriller",en,1998-07-10,7.1,future; reality; believes,Pi
"Animation, Fantasy",ja,2010-01-23,6.1,defeat; duel; yusei,Yu-Gi-Oh! 3D: Bonds Beyond Time
"Music, Comedy, Drama",en,1995-09-22,6.7,learn; independent; store,Empire Records
"Crime, Drama, Mystery, Romance, Thriller",en,1964-07-17,7.2,rutland; liar; cheat.,Marnie
Drama,en,2004-09-02,6.8,death; mother; returns,A Love Song for Bobby Long
"Comedy, Crime",en,1972-03-12,6.3,"alive""; attempt; passionate",Pink Flamingos
"Action, Crime, Thriller",en,2017-10-20,6.1,betrayed; races; double,Wheelman
Drama,en,2004-12-03,4.6,musings; modern; porn,This Girl's Life
"Crime, Thriller, Action, Drama",fr,2020-10-30,5.9,protect; police; hands,Rogue City
"Comedy, Horror",en,2015-10-09,6.4,fight; loss; women,The Final Girls
"Mystery, Thriller",ko,2019-02-20,6.6,damaged; cult; suspicious,Svaha: The Sixth Finger
Thriller,en,2021-04-02,6.0,wife; psychiatrist; disrupted,Every Breath You Take
"Crime, Drama, Thriller, Mystery",en,1999-03-19,6.6,you; innocent; san,True Crime
"Action, Crime",en,2011-01-01,6.1,then; system; turns,Recoil
Horror,it,1979-08-25,6.6,trying; white; cannibal,Zombie Flesh Eaters
"Comedy, Drama",en,2018-01-26,6.9,full; hollywood.; tears,Please Stand By
"Fantasy, Horror, Thriller",en,2001-10-12,6.3,things; start; god,Dagon
"Thriller, Horror",nl,2019-10-31,6.3,van; cocksure; road-raging,Tailgate
"Family, Adventure, Drama",en,2008-09-17,7.4,escape; carolina; town,The Secret Life of Bees
"Drama, Comedy, Romance",en,2006-09-13,6.4,boy; extensive; 1985,Starter for 10
"Action, Adventure",en,2016-11-18,6.7,jack; terrorized; jack,The Warriors Gate
"Drama, Thriller",en,2011-09-16,5.8,relocates; south.; brewing,Straw Dogs
"Crime, Drama, Thriller",en,1966-02-18,7.1,small; escape; southern,The Chase
"Adventure, Fantasy, Drama, Science Fiction, Romance",en,1992-12-16,6.4,so; pig; awoken,Forever Young
"Comedy, Drama",en,2018-12-20,6.8,teen; fitting; willowdean,Dumplin'
"Crime, Drama",en,1989-10-13,7.4,arms; husband's; restaurant,"The Cook, the Thief, His Wife & Her Lover"
Drama,en,2004-05-20,7.5,abductions; horrible; truth,Mysterious Skin
"Drama, Thriller, Crime, Romance",es,2011-01-01,6.7,female; plummeting; abusive,"Sex, Lies and Death"
"Action, Drama, Thriller, Crime, Mystery",en,1993-07-08,7.0,later; current; frank,In the Line of Fire
"Action, Animation, Fantasy",ja,1996-08-02,5.6,kotori; shiro; if,X: The Movie
Horror,en,1989-01-01,6.1,house; circus; menaced,Clownhouse
"Thriller, Crime, Science Fiction",en,1984-12-14,5.4,begins; near; programmed,Runaway
"Drama, War",en,1977-08-31,7.3,conflicts; lieutenants; invasion,The Duellists
"Romance, Drama",en,1993-10-19,6.9,wife; face; clairvoyant,The House of the Spirits
"Thriller, Drama",no,2019-12-25,6.2,responders; people; blizzard,The Tunnel
"Action, Comedy, Science Fiction",en,2022-03-24,0.0,could; connecting; lives,Everything Everywhere All at Once
Action,en,2020-02-29,6.1,ago; eastern; several,I Am Vengeance: Retaliation
"Action, Comedy, Horror",en,2017-11-10,6.5,white; workers; collar,Mayhem
"Comedy, Romance, Drama",en,1988-12-20,6.6,success.; unique; approach,Working Girl
Horror,en,2021-10-08,5.6,willing; suspect; fall,The Manor
"Action, Comedy, Animation",ja,2008-09-06,7.5,underground; simon; kamina,Gurren Lagann the Movie: Childhood's End
"Horror, Thriller",en,2014-10-25,6.1,armoury.; paymon; jessica,Last Shift
"Horror, Thriller, Comedy",es,2017-02-15,6.3,downtown; bar; decrepit,The Bar
"Documentary, Horror, History",sv,1922-09-18,7.6,turn-of-the-century; satanic; darkly,Häxan
"Comedy, Romance",en,2003-04-16,7.2,--; breakdown.; meticulous,Chasing Papi
Documentary,en,2014-04-17,7.4,hibernation; cubs'; safe,Bears
"Drama, Family, TV Movie, Comedy",en,2012-01-13,5.9,sets; bff's; happens,Frenemies
"Comedy, Western, Adventure",en,1986-12-12,6.4,unaware; unemployed; actors,¡Three Amigos!
"Adventure, Comedy, Family, Fantasy, TV Movie",en,2004-10-08,6.6,halloweentown; hot; piper,Halloweentown High
"Drama, Comedy, History",en,2019-11-27,7.5,facing; cardinal; pope,The Two Popes
"Horror, Comedy",en,2013-02-19,5.0,gruesome; (lara; taking,Hansel and Gretel Get Baked
"Animation, Drama, History",ja,2014-02-08,6.3,around; gives; meanwhile,Buddha 2: The Endless Journey
"Drama, Romance, Fantasy",en,2011-01-10,5.1,saved; gangster; ruthless,Passion Play
"Comedy, Family, Science Fiction",en,1961-03-16,6.4,fly.; jumps; bumbling,The Absent-Minded Professor
"Action, Adventure, Comedy, Fantasy, Family",en,1988-12-07,7.0,baron; travels; supposed,The Adventures of Baron Munchausen
"Comedy, Horror, Thriller",en,1989-02-17,6.7,evildoings; much; hardly,The 'Burbs
"TV Movie, Animation, Comedy, Family",en,2005-08-19,5.9,expenses; because; won't,The Proud Family Movie
Horror,en,2011-10-18,4.7,eve; destiny; growing,The Howling: Reborn
"Romance, Drama, TV Movie",en,2007-10-24,6.8,gothic; penchant; misunderstandings,Northanger Abbey
Thriller,tl,2021-11-12,4.7,alexa's; mahjong; simple,Mahjong Nights
Thriller,en,2017-03-13,6.3,set; death; unlikely,M.F.A.
"Animation, Science Fiction, Thriller, Drama",ja,1999-11-17,7.4,however; police; involved,Jin-Roh: The Wolf Brigade
"History, Drama, Thriller, Crime",en,2018-10-04,7.2,2011; attending; attacks,22 July
"Action, Thriller",ja,2003-07-05,4.9,"""teamwork""; nanahara; buildings",Battle Royale II: Requiem
"Action, Crime",en,1991-04-12,6.1,everything; everyone; neighborhood.,Out for Justice
Science Fiction,es,2016-12-13,6.0,seventy; unable; history.,Realive
"Action, Thriller",en,2017-03-09,3.9,cia; million; sent,Larceny
Documentary,en,1991-03-13,8.2,offers; sustenance; fashion,Paris Is Burning
"Animation, Action",en,2011-12-12,6.3,heroes:; croc; po,Kung Fu Panda: Secrets of the Masters
"Romance, Drama",ko,2015-08-06,4.8,bar; never; men,Purpose of Reunion
Comedy,en,2009-09-03,5.8,know; sociopathic; joel,Extract
"Drama, Romance",ja,2017-01-07,6.3,eventual; ryota; uemura,Our Meal for Tomorrow
"Romance, Drama, History",en,2018-04-19,7.5,bond; society; juliet,The Guernsey Literary & Potato Peel Pie Society
"Documentary, Crime",en,2021-04-14,6.3,justice; devastated; blurs,Why Did You Kill Me?
"Animation, Adventure, Comedy, Fantasy",ja,1998-01-01,6.7,cause; dependable; marlene,Slayers Gorgeous
"Action, Comedy, Adventure",en,2003-08-15,6.2,attempt; follow; idol,Grind
Comedy,en,1985-05-03,5.6,outsmart; babes.; obnoxious,Private Resort
"Drama, Romance",fr,1992-04-15,7.0,indochina; repressed; however,Indochine
"Comedy, Drama, Romance",en,2014-02-02,6.5,charms; impresses; improbable,Barefoot
"Fantasy, Adventure, Comedy, Family",en,1997-11-29,5.4,hank; owner; until,The Love Bug
"Action, Adventure, Comedy",en,1997-07-18,6.4,scheme.; employer.; sleeping,Nothing to Lose
"Romance, Drama",fr,2020-07-14,7.4,that's; you; do,Summer of 85
"Fantasy, Animation, Family, Comedy",en,1941-06-19,6.6,poetry; tour; disney,The Reluctant Dragon
"Crime, Drama, Action",en,2021-09-03,6.5,involved; how; account,Rise of the Footsoldier: Origins
"Thriller, Action",en,2013-12-04,5.3,face; cartel; cargo,Enemies Closer
Comedy,en,1996-02-01,6.0,keep; eye; klutzy,Black Sheep
"Thriller, Adventure, Drama",en,2012-03-28,4.9,known; dangerous; thrill-seeking,Dark Tide
"Thriller, Mystery",en,2018-03-10,4.8,story’s; ireland; american,Don’t Leave Home
"Drama, Romance",ja,2002-09-05,7.6,provided; sawako; its,Dolls
Action,ja,1980-11-11,6.8,samurai’s; son; toddler,Shogun Assassin
"Action, Crime, Drama, Thriller",en,2016-04-14,5.5,justice; police; killer,I Am Wrath
"Thriller, Science Fiction",en,2014-03-15,6.0,across; college; drawn,The Signal
"Drama, Romance",pt,2004-09-01,5.7,resolves; chorus; too,Vanity Fair
Comedy,en,1997-09-06,6.2,movies; word; orbison,Orgazmo
"Comedy, Romance",en,2011-02-02,6.4,overcome; fears; resort,Chalet Girl
"Crime, Drama, Thriller",en,2007-09-26,7.1,series; goes; send,Before the Devil Knows You're Dead
"Romance, Comedy, Family",en,2006-02-21,5.7,may; royal; blood,The Prince & Me 2: The Royal Wedding
Drama,cs,2020-08-20,6.6,countless; nazi; protects,Charlatan
"Drama, Romance",ko,2015-11-12,5.2,room; there; japanese,Buddy's Mom
"Drama, History, Crime",en,2019-12-13,7.5,explode; hundreds; thinks,Richard Jewell
"Action, Drama",zh,2018-09-30,6.8,look-alike; victory; both,Shadow
"Comedy, Science Fiction",fr,1969-09-10,6.8,believe; cultural; shock,Hibernatus
Thriller,it,1979-02-20,4.9,drug; coast; d'amato,Pleasure Shop on the Avenue
"Adventure, Drama, Family",en,2004-04-07,7.1,(pearce); tigers; captivity,Two Brothers
Comedy,en,1989-01-27,6.7,bank; raise; detective,Three Fugitives
"Drama, History, Thriller",en,2019-09-09,6.1,cuba; member; havana,Wasp Network
"Fantasy, Horror",en,2015-11-06,5.6,survival; horde; relentless,The Hallow
Action,en,2004-11-19,6.3,heart; claim; dragon,Ring of the Nibelungs
Drama,en,2007-05-18,5.7,dotes; wealthy; --,Savage Grace
"Drama, History, War",en,1993-10-08,6.9,american; position; confront,Gettysburg
"Comedy, Drama, Family",ja,1999-06-05,7.5,determined; unlikely; masao,Kikujiro
"Drama, Crime, Thriller",en,2006-09-15,5.6,aspiring; pursue; bleichert,The Black Dahlia
"Drama, Romance, War",en,2015-03-12,7.3,german; initially; refugees,Suite Française
"Drama, Thriller, Crime, Mystery",en,2011-10-14,5.8,texas; homicide; murders,Texas Killing Fields
"Science Fiction, Action, Fantasy",ja,1966-12-17,6.3,infant; island; monster.,"Ebirah, Horror of the Deep"
"Thriller, Crime",en,2021-08-16,6.1,gritty; america; follows,Ted Bundy: American Boogeyman
"Thriller, Drama",en,2019-03-29,5.5,down; kill; free,A Vigilante
"Comedy, Romance, TV Movie",ru,1977-10-26,8.1,head; unattractive; fall,Office Romance
Comedy,en,2011-12-09,5.6,anything; neighbor's; entertain-the-kids-no-matter-how-boring-it-is,The Sitter
"Horror, Comedy",en,2022-03-11,0.0,weekend; excited; audience,All My Friends Hate Me
"Action, Comedy, Crime",en,1987-06-23,5.9,named; detective; zoo,Dragnet
"Thriller, Drama, Horror",en,2019-07-18,6.2,weirdo; asilo; everyone,1BR
"Action, Comedy",no,2014-08-13,6.7,run.; getting; longest,Burnout
"Family, Comedy",en,2016-10-07,6.9,plan:; you; rafe,Middle School: The Worst Years of My Life
"Thriller, Action, Science Fiction",en,2000-11-10,5.6,go; terribly; awry,Red Planet
"Thriller, Crime, Action, Drama, History",en,2017-12-01,5.6,ascension; mcgurn; examine,Gangster Land
"Romance, Comedy, Drama",en,2008-02-08,6.4,trains; master; american,The Ramen Girl
Comedy,en,2015-02-20,5.2,lou; fire; nick,Hot Tub Time Machine 2
"Family, Drama",en,2014-09-11,7.0,winter's; people; mother's,Dolphin Tale 2
Documentary,en,2005-04-22,7.3,its; corrupt; documentary,Enron: The Smartest Guys in the Room
"Mystery, Action, Animation",ja,2012-04-14,6.9,receives; place; zebra,Detective Conan: The Eleventh Striker
"Drama, Romance",en,1997-06-12,4.7,john; flies; appear,Another 9 1/2 Weeks
"Romance, Fantasy, Horror",it,2015-05-14,6.3,daughter; girl;; neglects,Tale of Tales
"Comedy, Drama",en,2018-06-01,5.4,designs; daredevil; operates,Action Point
Comedy,en,2014-11-07,5.2,8-hour; hits; mitchler,A Merry Friggin' Christmas
"Thriller, Science Fiction, Action",ru,2019-11-21,6.4,area; space.; even,The Blackout
"Action, Science Fiction, Adventure",en,2008-02-01,4.0,lay; invasion; herbert's,War of the Worlds 2: The Next Wave
"Thriller, Science Fiction, Action, Crime",en,1994-09-15,6.0,agency; regulates; officer,Timecop
Comedy,fr,1976-10-27,7.2,tester; than; cooking.,The Wing or the Thigh?
"Drama, Romance",en,2017-03-14,4.2,age; painter; unusual,Picture of Beauty
"Comedy, Drama, Romance",fr,2008-02-20,6.7,abrams; france; caught,Welcome to the Sticks
"Comedy, Drama",fr,2019-08-28,5.6,follow; summer; dodo,An Easy Girl
"Drama, Comedy",en,2017-08-17,6.0,beautiful; impress; moved,Madame
"Drama, Comedy",en,1999-10-01,6.2,slick; come; athletes,"Mystery, Alaska"
"Drama, War",en,1989-12-20,7.0,feeling; paralyzed; betrayed,Born on the Fourth of July
"Comedy, Drama",en,1985-03-29,6.1,goes; fascinated; suburban,Desperately Seeking Susan
"Romance, Drama, Action",ko,2004-01-15,7.2,student; severe; gangs,Once Upon a Time in High School
"Fantasy, Adventure, Family, Animation",en,1982-12-17,7.2,planet; quest; use,The Dark Crystal
"Drama, Fantasy, Romance",ja,2004-10-30,7.6,son; anniversary; monsoon,Be with You
Drama,en,1985-03-08,7.1,gang; possible; live,Mask
"Animation, Action, Fantasy, Horror",ja,1987-04-19,6.7,cops; maki; demons,Wicked City
"Crime, Drama, Thriller",en,1983-03-25,7.0,measured; sentenced; violence,Bad Boys
"Drama, Romance, Comedy",fr,1980-12-17,6.5,deals; same; getting,The Party
"Drama, Romance, Crime",it,2013-01-01,7.9,collection; passion; priceless,The Best Offer
"Animation, Adventure, Comedy, Family",fr,2019-09-10,7.5,travels; disrupting; yet,Curious George: Royal Monkey
"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2004-07-23,4.9,thunderbirds; secret; go,Thunderbirds
Drama,sv,1972-12-21,8.0,agnes; able; karin,Cries and Whispers
"Romance, Family, TV Movie",en,2017-12-14,5.5,process; until; wedding.,Christmas Wedding Planner
"Drama, War",fr,1987-10-07,7.5,courage; malle’s; devastating,Au Revoir les Enfants
"Fantasy, Comedy",en,2017-05-30,5.8,finally; follow; princess,Cinderella's Hot Night
Action,en,2009-04-21,5.3,much; stake; expendable,Into the Blue 2: The Reef
"Drama, Romance",en,2007-10-04,6.6,dying; falls; daza,Love in the Time of Cholera
"Drama, Romance",fr,1986-04-09,7.3,support; slowly; handyman,Betty Blue
Drama,en,2014-12-05,7.5,professor; words.; devastating,Still Alice
"Animation, Action, Comedy, Family",en,2012-06-15,1.8,brand; x; closing,Foodfight!
Action,en,2015-10-05,5.1,parallel; sometime; underground,Blunt Force Trauma
"Drama, Crime",ja,1996-07-27,7.2,gang.; pranks.; place,Kids Return
"Comedy, Romance",en,1985-04-26,6.4,convinced; makes; she's,Just One of the Guys
"Crime, Documentary",en,2016-03-11,6.4,would; leads; children,Beware the Slenderman
"Drama, Horror",cn,1992-09-10,0.0,unfortunately; charming; gangster.,Sex and Curse
"Romance, Comedy",en,1998-02-13,6.8,glenn.; thought; wedding,The Wedding Singer
"Comedy, Family, Animation, Adventure",ru,2017-10-28,6.6,don’t; creatures; generally,The Fixies: Top Secret
"Crime, Comedy",en,1988-12-14,7.2,rivalry; $50000; men,Dirty Rotten Scoundrels
Comedy,en,2011-08-19,6.1,that’s; smash; comedy,The Inbetweeners Movie
"Comedy, Action",cn,1992-07-02,6.5,lawyer; equally; unscrupulous,"Justice, My Foot!"
"Drama, Thriller, Romance",en,2017-09-22,5.4,know; miles; thousands,Submergence
"Drama, Crime, Romance",en,1999-08-06,6.7,rich; met; may,The Thomas Crown Affair
Drama,en,1989-12-13,7.3,widow; jewish; werthan,Driving Miss Daisy
Comedy,en,1985-03-22,5.5,nears; game; basketball,Porky's 3: Revenge
"Action, Comedy",cn,1985-08-15,6.7,upcoming; ruining; lives,"Twinkle, Twinkle, Lucky Stars"
"Animation, Action, Thriller, Crime",hu,2018-06-22,7.5,ruben; steal; wanted,"Ruben Brandt, Collector"
"Mystery, Western, Thriller",pt,2019-08-29,7.8,community; days; 94.,Bacurau
"Comedy, Romance",en,1955-06-03,7.1,apartment; ditzy; start,The Seven Year Itch
"Horror, Mystery, Science Fiction, Thriller",en,2022-07-20,0.0,gulch; uncanny; california,Nope
"Horror, Mystery, Thriller, Comedy",en,2021-12-03,5.9,apartment; finding; manhattan,The Scary of Sixty-First
"History, Action, Romance, Drama",en,1975-06-06,6.7,honeymoon.; money; heir,Mandingo
"Action, Adventure, Comedy, Drama",en,1952-08-27,6.9,light; taste; fights,The Crimson Pirate
"Adventure, Comedy, Romance",en,1978-08-01,6.5,princess; gets; across,Fairy Tales
"Drama, Romance",en,2001-06-07,6.8,affair; row; executed,Monster's Ball
"Mystery, Thriller, Horror",en,2018-10-01,5.8,site; replica; herself,Cam
"Drama, Comedy, Romance",it,1963-12-21,7.6,want; means; tales,"Yesterday, Today and Tomorrow"
Horror,en,2001-10-09,4.1,jamie; going; stop,Children of the Corn: Revelation
"Action, Crime, Mystery",ko,2017-05-17,7.2,newbie; prison.; trust,The Merciless
"Crime, Drama, Thriller",en,1938-11-26,7.7,connelly; later; reformatory,Angels with Dirty Faces
"Thriller, Action, Comedy",en,2021-03-12,6.4,online; discovers; glory,Dark Web: Cicada 3301
"Animation, Family, Fantasy, Music, Horror, Comedy",en,2000-08-29,6.9,theodore; feature!; hyde.,Alvin and the Chipmunks Meet the Wolfman
"Comedy, Horror",en,2006-04-27,5.9,stranded; tour; haunted,Hatchet
"Animation, Science Fiction",ja,2002-02-10,5.3,deals; setting; ghingnham,Turn A Gundam II: Moonlight Butterfly
Drama,es,1970-03-29,7.3,losing; unable; lope,Tristana
"Science Fiction, Action, Drama, Thriller",en,1996-08-02,5.6,run; forced; project,Chain Reaction
"Thriller, Crime, Mystery",en,1990-07-26,6.8,clear; affair; prosecutor,Presumed Innocent
"Action, Comedy, Thriller, Drama",it,1975-06-26,6.2,ring; drug; infiltrated,Flatfoot in Hong Kong
Drama,fr,1993-09-08,7.7,reaction; initial; living,Three Colors: Blue
Drama,en,2007-01-01,3.5,five; marriage; upcoming,Swingers Sex Party
"War, Action, Drama, History, Thriller",en,1965-06-23,7.0,leads; stars; win,Von Ryan's Express
"Comedy, Drama, Horror, Mystery, Thriller",en,1991-11-01,6.6,scenario; old; underneath,The People Under the Stairs
"Drama, Romance",en,1996-03-01,6.4,justice; tally’s; fall,Up Close & Personal
"Animation, Fantasy, Action, Romance",ja,1999-08-14,7.2,retelling; himemiya; tv,Revolutionary Girl Utena: The Adolescence of Utena
"Adventure, Animation, Comedy, Family, Fantasy",en,2017-01-12,6.3,summer; american; fall,Bunyan and Babe
Thriller,en,2015-01-09,3.7,bdsm.; control; daughter,Bound
Comedy,en,2005-07-17,6.4,spars; self-esteem; tristram,A Cock and Bull Story
"Drama, Horror, Thriller, Mystery",en,1981-05-15,6.0,going; could; birthday,Happy Birthday to Me
"Adventure, Horror, Science Fiction",en,1954-03-05,6.9,river; plan; connecting,Creature from the Black Lagoon
Drama,en,2017-11-10,6.5,1959; set; minefield,The Bookshop
"Comedy, Drama",en,1970-02-10,3.2,lovers.; belt-whipping; women,The Party at Kitty and Stud's
"Drama, Thriller",fr,1965-08-29,7.5,marianne; hit-men; boring,Pierrot le Fou
"Horror, Thriller",en,2007-06-01,4.5,chasing; paris; tunnels,Catacombs
"Action, Adventure, Comedy",en,2002-03-08,5.9,hiding; wright; law,All About the Benjamins
"Drama, Romance",en,1958-08-29,7.7,desire; feelings; both,Cat on a Hot Tin Roof
"Action, Adventure, Drama, Family",en,1996-09-13,6.9,killed.; lead; eggs,Fly Away Home
"Comedy, Romance",en,1953-10-29,6.9,marry; millionaires; set,How to Marry a Millionaire
"Adventure, Animation, Comedy, Family",es,2022-08-26,0.0,end; everything; colleagues,Tad the Lost Explorer and the Mummy's Curse
"Adventure, Animation, Comedy",ja,2015-04-18,7.4,mexico; work; noharas,Crayon Shin-chan: My Moving Story! Cactus Large Attack!
Documentary,en,2017-05-06,7.6,creator; batman’s; bill,Batman & Bill
