Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Adventure, Comedy, Fantasy, Family",en,2014-12-17,6.2,powers; favorite; uniting,Night at the Museum: Secret of the Tomb
"Drama, Science Fiction",en,2021-12-17,7.4,diagnosed; turner; near,Swan Song
"Mystery, Thriller",en,2013-01-29,6.9,dark; forces; threatening,Odd Thomas
"Comedy, Romance",en,2009-07-10,5.9,cheerleader; night; graduating,"I Love You, Beth Cooper"
"Horror, Comedy",en,2020-02-18,4.8,knows; forever; door,Fat Ass Zombies
"Family, Animation",en,2000-11-07,6.6,bible's; brilliantly; gift,Joseph: King of Dreams
"Thriller, Drama, Science Fiction",en,2019-01-16,6.7,crumb; price; emerges,Glass
Comedy,en,2007-03-20,7.2,high; separation; plan,Superbad
"Fantasy, Action, Horror",en,2005-02-08,7.0,contemporary; hell; los,Constantine
"Family, Animation, Romance, Fantasy",en,2002-02-23,6.1,crowned; than; godmother,Cinderella II: Dreams Come True
Drama,en,1997-09-27,7.1,marries; england; nymphet,Lolita
"Action, Thriller, Crime",en,2009-03-19,5.9,prison; criminal; enacts,12 Rounds
"Thriller, Action, Fantasy",en,2007-01-15,5.5,roxanne; fiery; later,Ghost Rider
"Adventure, Comedy, Science Fiction",en,2011-02-14,6.7,escapes; locked; topsecret,Paul
"Action, Thriller, Crime",en,2018-07-19,6.6,mccall; serves; vengeance,The Equalizer 2
"Fantasy, Animation, Family",en,1993-10-09,7.8,christmas; shrunken; plans,The Nightmare Before Christmas
"Animation, Fantasy, Adventure, Action, Family",en,2019-10-25,8.2,shared; live; plan,How to Train Your Dragon: Homecoming
Thriller,en,2021-04-08,5.7,hiding; sociology; detective,Women
"Adventure, Fantasy, Action, Western, Thriller",en,2010-12-01,6.6,american; warriorassassin; forced,The Warrior's Way
"Horror, Action, War",en,2021-01-01,5.8,flying; documents; flight,Shadow in the Cloud
"Crime, Action, Comedy",en,2013-04-18,6.2,recruits; decides; version,Pain & Gain
"Family, Animation, Comedy",en,2004-02-06,6.6,heroes; smash; along,The Lion King 1½
"Animation, Comedy, Family, Mystery, Adventure, Fantasy",en,2021-02-22,8.0,dragons; transports; knights,Scooby-Doo! The Sword and the Scoob
"Action, Adventure, Thriller",en,2012-08-08,6.3,threat; enemy; puts,The Expendables 2
Horror,en,2009-01-01,3.6,inhabit; film; jaguar,Uncharted
"Horror, Thriller",en,2003-05-30,6.3,three; cannibalistic; stranded,Wrong Turn
"Drama, Documentary",es,2018-03-22,7.6,dollars; rico; delgado,Héctor El Father: Conocerás la verdad
"Horror, Drama, Science Fiction",en,2018-04-03,7.4,silence; hiding; live,A Quiet Place
"Drama, Mystery, Thriller",id,2021-10-08,7.0,scholarship; party; student,Photocopier
"Family, Animation, Comedy, Action, Adventure",en,2005-10-11,7.0,evicted; major; win,Tom and Jerry: The Fast and the Furry
"Action, Horror, Science Fiction",en,2020-08-25,6.0,little; climate; peaceful,Deep Blue Sea 3
"Crime, Action, Drama, Thriller",en,1993-02-05,8.1,addiction; baca; opens,Bound by Honor
"Adventure, Action, Science Fiction",en,2013-11-15,7.4,katniss; along; tribute,The Hunger Games: Catching Fire
"Action, Thriller",en,2008-01-24,6.6,beret; us; memories,Rambo
"Action, Drama, Thriller, History",en,2006-12-07,7.5,set; twist; disrupted,Apocalypto
"Family, Fantasy, Adventure",en,2010-03-03,6.6,alice; discover; whimsical,Alice in Wonderland
Science Fiction,en,2022-01-06,5.2,plans; formed; without,Project Gemini
"Thriller, Horror",sv,2021-02-11,5.9,unforgiving; fleeing; hiking,Red Dot
"Music, Drama, History",en,2018-10-24,8.0,freddie; drummer; singer,Bohemian Rhapsody
"Drama, Action, History",en,2019-11-13,8.0,mans; together; hours,Ford v Ferrari
"Animation, Action, Adventure, Fantasy, Romance, Science Fiction",ja,2017-02-18,7.7,eventually; device; rankings,Sword Art Online: The Movie – Ordinal Scale
"Drama, Romance",fr,2011-10-06,5.4,symbolizes; economic; context,Desire
"Family, Adventure, Comedy, Animation",en,2014-03-19,6.5,blu; three; adversary,Rio 2
"Action, Adventure, Thriller, War",en,1985-05-21,6.6,john; jungles; return,Rambo: First Blood Part II
"Comedy, Family, Adventure",en,1992-11-19,6.7,kevin; christmas; plans,Home Alone 2: Lost in New York
"Animation, Family",en,2011-05-25,6.9,alongside; po; threatened,Kung Fu Panda 2
"Drama, Crime",en,2009-05-21,6.1,orleans; drug; african,Bad Lieutenant: Port of Call - New Orleans
"Drama, Crime",en,1974-12-20,8.6,corleone; 1910s; crime,The Godfather: Part II
"Crime, Fantasy, Drama",en,2006-09-13,7.3,scents; finest; ultimate,Perfume: The Story of a Murderer
"Horror, Thriller, Action",de,2021-07-23,7.1,reveal; dark; unleash,Blood Red Sky
"Science Fiction, Action, Thriller",en,2019-10-02,6.4,predict; kill; faster,Gemini Man
"Drama, Fantasy, Comedy",en,2009-02-17,6.2,breaks; identity; success,Dead Like Me: Life After Death
"Drama, Romance",en,2017-11-07,5.1,despite; one's; sexuality,Feels Like Euphoria
"Romance, Drama",en,2004-06-25,7.9,passionately; couple; taken,The Notebook
"Animation, Romance, Family, Fantasy",en,2007-02-06,6.5,steals; timeline; prince,Cinderella III: A Twist in Time
"Action, Drama, Adventure",zh,2015-02-19,6.3,regions; squad; unfolds,Dragon Blade
Thriller,en,2021-08-25,6.7,neighbors; curiosity; starts,The Voyeurs
"Science Fiction, Fantasy, Action",en,2015-02-04,5.4,genetic; strife; dynasty…,Jupiter Ascending
"Drama, Romance",en,2021-12-22,7.4,soldier; enduring; revisits,A Journal for Jordan
"Comedy, Drama, Romance",en,2008-08-15,6.7,prank; final; headmistress,Wild Child
"Action, Science Fiction, Thriller, Western",en,2011-07-29,5.6,colonel; outlaws; ironfisted,Cowboys & Aliens
"Comedy, Horror, Thriller",en,2019-08-21,7.1,turn; terrifying; inlaws,Ready or Not
Comedy,es,2021-11-26,6.6,isolated; storm; christmas,El refugio
"Action, Crime, Thriller",en,2015-08-20,5.8,uncover; mysteries; ancestry,Hitman: Agent 47
"Comedy, Family",en,2012-09-03,6.3,feels; like; showing,Beverly Hills Chihuahua 3: Viva la Fiesta!
Horror,en,2014-10-02,5.7,experience; shortly; terrifying,Annabelle
"Adventure, Action, Crime, Mystery",en,2011-11-22,7.1,detective; capacity; evil,Sherlock Holmes: A Game of Shadows
"Comedy, Romance",en,2001-08-10,6.2,together; between; meeting,American Pie 2
"Drama, History",en,2018-03-15,6.3,preacher; named; finding,Mary Magdalene
"Thriller, Action, Adventure, Comedy, Crime",en,2010-06-09,6.4,people; col; hannibal,The A-Team
"Action, Adventure, Fantasy",en,2016-12-16,6.0,embroiled; powder; monstrous,The Great Wall
"Family, Fantasy, Comedy",en,2020-12-04,6.9,fairy; grown; worth,Godmothered
"Animation, Family, TV Movie",en,2020-09-08,6.2,animals; wannabe; escape,"Curious George: Go West, Go Wild"
"Drama, Thriller, Horror",fr,2021-07-14,6.5,accident; bizarre; childhood,Titane
Adventure,en,2010-05-12,6.4,romances; town's; upon,Robin Hood
"Action, Adventure, Comedy, Fantasy",en,2020-09-25,6.8,secondborn; illyria; extraordinary,Secret Society of Second Born Royals
Crime,en,2021-01-22,5.8,30; philadelphia; whose,Brothers by Blood
"Animation, Adventure, Family",en,2016-08-18,7.7,magical; fallen; spirit,Kubo and the Two Strings
"Adventure, History, War",en,2004-05-03,7.1,off; menelaus; brother,Troy
"Science Fiction, Adventure, Fantasy",en,2012-03-12,7.2,weigh; its; tributes,The Hunger Games
"Drama, Family",en,2009-06-13,8.0,true; professor's; abandoned,Hachi: A Dog's Tale
Comedy,en,2006-12-07,5.5,uninhibited; wellmeaning; ever,American Pie Presents: The Naked Mile
"Drama, Romance",en,2021-07-06,7.0,exceptional; sense; henry,Annette
"Crime, Comedy, Action",en,2014-06-05,6.8,meets; bohemian; (twice),22 Jump Street
"Thriller, Crime, Drama",en,2021-02-26,6.5,architect; three; research,Crisis
"Horror, Mystery, Crime",en,2004-10-01,7.4,once; or; obsessed,Saw
"Animation, Family, Fantasy, Adventure",en,2012-08-17,7.1,hollow; wanders; learn,Secret of the Wings
"Comedy, Animation, Action, Adventure",ja,2016-07-06,7.6,naruto; day; 7th,The Day Naruto Became Hokage
"Comedy, Romance",en,1999-07-09,6.5,themselves; motivate; need,American Pie
"Horror, Mystery",en,1997-12-09,6.4,sidney's; gale; events,Scream 2
"Action, Adventure, Science Fiction",en,2016-06-22,5.2,aliens’; us; earth,Independence Day: Resurgence
"Action, Crime, Thriller",en,2015-09-17,7.4,fbi; mexico; drugs,Sicario
"Horror, Thriller",en,2014-07-17,6.7,night; per; plans,The Purge: Anarchy
"Science Fiction, Drama, Thriller",en,2012-02-01,6.8,spin; make; use,Chronicle
"Horror, Thriller",en,2010-09-13,6.9,learn; dark; son,Insidious
"Drama, History",en,1956-10-05,7.7,moses; raised; quest,The Ten Commandments
"Science Fiction, Action",en,2010-11-11,4.9,off; angeles; threatens,Skyline
"Action, Comedy, Crime",en,2013-06-27,6.6,matter; neither; uptight,The Heat
"Comedy, Action",en,2020-10-02,6.6,peace; techsavvy; worldwide,Cats & Dogs 3: Paws Unite
"Horror, Comedy",en,1998-10-16,5.9,gownclad; doll; murder,Bride of Chucky
"Action, Science Fiction",en,2014-05-27,7.6,within; die; seen,Edge of Tomorrow
"Action, Adventure, Science Fiction, Fantasy",en,2022-12-14,0.0,sully; “finish; exploring,Avatar 2
"Action, Adventure, Thriller",en,2014-08-07,6.2,someone; expertise; barney,The Expendables 3
"Science Fiction, Thriller",en,2014-08-28,7.4,prevent; designed; intricate,Predestination
"Thriller, Action, Comedy",en,2016-06-02,6.8,horsemen; yet; heist,Now You See Me 2
"Comedy, Documentary, Action",en,2010-10-15,6.6,charging; guys; tetherball,Jackass 3D
"Thriller, Horror",en,2016-06-08,7.0,they'll; blind; break,Don't Breathe
"Drama, Science Fiction, Thriller",es,2019-11-08,7.0,hole; food; opportunity,The Platform
"Thriller, Mystery, Science Fiction",en,2011-03-08,7.2,smart; provocative; writer,Limitless
"Comedy, Drama, Romance",en,1994-07-06,8.5,low; anyone; true,Forrest Gump
"Drama, Romance",en,2020-08-21,7.5,high; themselves; romantic,Chemical Hearts
"Adventure, Science Fiction",en,2018-11-27,6.2,change; encounter; earth’s,Mortal Engines
"Science Fiction, Action, Adventure",en,2019-06-05,6.0,control; face; xmen,Dark Phoenix
"Animation, Family",en,2002-10-01,7.0,guarded; web; dragons!,Barbie as Rapunzel
"Animation, Music",en,2020-09-01,7.4,royal; kingdom; herself,Barbie: Princess Adventure
"Animation, Action, Science Fiction",ja,1993-02-24,7.6,killing; trunks; son,Dragon Ball Z: The History of Trunks
"Fantasy, Action, Thriller, Horror",en,2016-11-24,5.8,allies; between; death,Underworld: Blood Wars
"Family, Animation, Fantasy, Comedy",en,1999-12-17,6.0,debonair; misadventures; mouse,Stuart Little
"Animation, Action, Comedy, Family, Science Fiction",en,2010-10-28,6.9,bumbling; purpose; nemesis,Megamind
"Science Fiction, Adventure, Action",en,2018-05-15,6.6,calrissian; within; lando,Solo: A Star Wars Story
Horror,en,2021-04-29,5.4,confront; holds; horrifying,The Banishing
Drama,en,2018-09-14,6.9,cynthia; attend; crusade,Unbroken: Path to Redemption
"Comedy, Crime, Mystery",en,2019-11-27,7.9,red; blanc; untimely,Knives Out
Drama,it,2000-03-16,7.4,husband; malèna; malèna,Malena
"Action, Thriller",en,2011-02-03,5.9,or; (rhys; roxburgh),Sanctum
"Comedy, Drama",pt,2021-09-22,7.0,queen; tetê; ideas,Confessions of an Invisible Girl
Horror,en,2020-07-23,5.6,perfect; turns; far,The Rental
"Drama, Horror, Mystery, Comedy",it,2021-07-14,5.9,five; crash; road,A Classic Horror Story
"Action, Science Fiction",en,2004-07-15,6.9,responsible; may; three,"I, Robot"
"Action, Crime, Drama, Thriller",en,1983-12-09,8.2,drug; wars; downfall,Scarface
"Science Fiction, War",zh,2019-08-09,5.6,hidden; laid; quest,Shanghai Fortress
"Horror, Thriller",en,2021-01-29,5.8,spread; worry; remain,The Mad Hatter
"Comedy, Drama, Romance",en,2006-06-29,7.4,won't; fashion; class,The Devil Wears Prada
"Horror, Crime, Drama, Thriller",en,2021-08-04,6.5,reveal; marriage; desperate,Aftermath
"Fantasy, Animation, Action",ja,2008-08-02,7.2,second; still; attack,Naruto Shippuden the Movie: Bonds
"Drama, War",en,1995-02-24,6.8,vietnam; jungle; did,The Walking Dead
Drama,en,2021-09-24,6.5,suicide; caught; classmate,Dear Evan Hansen
"Animation, Family, Adventure, Comedy",en,2008-11-21,6.5,problem; it's; thinks,Bolt
"Action, Adventure",en,2018-07-13,7.4,trying; ends; fulfill,Mission: Impossible - Fallout
"Comedy, Family, Fantasy",en,2021-10-01,6.7,try; mummified; criminals,Under Wraps
"Animation, Drama, Fantasy",ja,2017-08-18,6.5,different; fireworks; viewed,Fireworks
"Action, Thriller",en,2013-05-07,6.2,london's; military; underworld,Hummingbird
"Action, Comedy",ja,2016-05-14,6.5,news; battle; biggest,HK: Hentai Kamen 2 - Abnormal Crisis
"Family, Comedy, Animation",en,2021-12-15,6.9,father’s; monster; teenage,Rumble
"Science Fiction, Action, Animation, Mystery",en,2012-08-21,7.8,cape; crime; forcing,"Batman: The Dark Knight Returns, Part 1"
"Horror, Comedy",en,2019-10-09,7.0,face; zombies; fellow,Zombieland: Double Tap
Drama,en,1976-11-21,7.8,philadelphia; rocky; wants,Rocky
"Family, Drama, Comedy",en,2017-04-12,8.1,battle; drawn; child,Gifted
"Horror, Thriller, Mystery",en,2019-01-03,6.5,use; survive; strangers,Escape Room
"Adventure, Comedy, Drama",es,2021-02-25,6.9,failed; herself; costa,A un paso de mí
"Action, Thriller, Crime, Drama",en,2011-07-27,6.6,lead; bogota; mobster,Colombiana
"Thriller, Drama",en,2021-11-19,7.3,personal; professional; balances,Boiling Point
"Animation, Family",en,1997-11-20,7.6,romanov; last; seizing,Anastasia
"Mystery, Horror, Thriller",pt,2021-08-04,6.8,strong; twin; weird,Insensate
"Horror, Drama, Fantasy",en,2020-10-28,6.4,than; eclectic; newfound,The Craft: Legacy
"Crime, Comedy, Action",en,2011-02-16,5.6,trent; 17yearold; malcolm,"Big Mommas: Like Father, Like Son"
"Family, Fantasy, TV Movie, Music, Adventure, Action, Romance",en,2017-07-21,7.4,taken; ursula's; too,Descendants 2
"Action, Thriller, Science Fiction",en,2010-11-12,5.8,game; or; race,Death Race 2
"Drama, Music, History",en,2015-08-11,7.8,beats; place; revolution,Straight Outta Compton
Thriller,de,2021-09-10,4.6,five; turns; bid,Prey
"Animation, Family, Adventure, Comedy",en,2015-03-09,6.8,elsa's; powers; anna's,Frozen Fever
"Adventure, Comedy, Science Fiction, Family",en,1985-07-03,8.3,attracting; history; inadvertently,Back to the Future
"Comedy, Family",es,2021-07-08,4.7,also; felipe; shows,The Kids Are Alright: Destination Asturias
"Adventure, Action, Western",en,2016-09-14,6.4,recruits; chisolm; mercenaries,The Magnificent Seven
Documentary,es,2020-04-03,7.5,lovable; why; 'money,Money Heist: The Phenomenon
"Action, Thriller",en,2013-02-06,5.3,really; make; stop,A Good Day to Die Hard
"Thriller, Crime",da,2021-05-27,6.3,case; inspector; contains,The Marco Effect
"Action, Thriller, Romance",en,2010-12-08,6.2,frank; eye; directed,The Tourist
Thriller,en,2021-09-22,6.1,husband; invasion; wife,Intrusion
"Action, Thriller, Science Fiction",en,1991-07-03,8.1,send; attempt; future,Terminator 2: Judgment Day
"Family, Animation, Adventure, Science Fiction, Comedy",en,1999-08-06,7.9,fears; humanity; metal,The Iron Giant
Horror,en,2000-03-17,6.5,accident; crash; death,Final Destination
"Animation, Adventure, Comedy, Fantasy",en,2016-07-11,5.7,frank; discover; leads,Sausage Party
"Action, Adventure, Comedy, Family",en,2021-01-29,6.5,hawaiian; turn; pointing,Finding 'Ohana
Drama,pl,2019-09-10,7.8,prior; tragedy; juvenile,Corpus Christi
"Drama, History, Romance",fr,2021-07-09,6.8,core; its; forbidden,Benedetta
"Adventure, Action",en,2012-08-09,5.4,expedition; colony; footage,The Dinosaur Project
"Animation, Action, Adventure",en,2014-05-13,7.1,known; assassins; violent,Son of Batman
"Comedy, Romance",en,2009-02-05,6.4,magazine; good; rebecca,Confessions of a Shopaholic
"Comedy, Drama",it,1997-12-20,8.5,entire; italian; thing,Life Is Beautiful
"Thriller, TV Movie",en,2017-02-25,6.2,husband; private; work,Infidelity in Suburbia
Horror,es,2020-01-30,6.4,house; evil; officer,La Casa
"Animation, Adventure, Family, Fantasy",en,2020-10-16,7.4,off; blasts; meet,Over the Moon
"Family, Animation, Fantasy, Action, Adventure",en,2012-11-21,7.4,guardians; imagination; protect,Rise of the Guardians
"Comedy, Horror",en,2009-09-18,5.8,possessed; it's; jennifer's,Jennifer's Body
"Action, Adventure, Animation",ja,2012-12-15,7.5,king; dreams; made,One Piece Film: Z
"Fantasy, Action, Mystery",en,2013-08-21,6.4,ancient; clary; host,The Mortal Instruments: City of Bones
"Documentary, Music",es,2021-09-22,3.5,hymns; legendary; farewell,We Are Nothing
Comedy,es,2021-06-24,5.8,trafficker; band’s; mission:,Undercover Wedding Crashers
"Adventure, Comedy, Science Fiction",en,2006-09-01,6.3,2505; so; civilization,Idiocracy
"Family, Adventure, Animation, Fantasy, Science Fiction",ja,2016-07-16,6.6,force; city; greatest,Pokémon the Movie: Volcanion and the Mechanical Marvel
"Family, Animation, Romance",en,1955-06-22,7.1,decide; dog; spaniel,Lady and the Tramp
"Drama, History",en,2018-03-23,7.4,if; haunted; shadows,"Paul, Apostle of Christ"
"Drama, Mystery",en,2013-12-25,6.8,darker; seligman's; adult,Nymphomaniac: Vol. II
"Drama, Romance",de,2011-12-07,5.9,proud; completely; went,Hotel Desire
"Comedy, Drama, Family, Fantasy, Science Fiction",cn,2008-01-30,7.2,son; play; proves,CJ7
"Horror, Science Fiction",en,2021-04-03,5.3,archaeology; body; trapped,Rise of the Mummy
"Adventure, Action, Fantasy",en,2023-03-17,0.0,ancient; power; protect,Aquaman and The Lost Kingdom
"Comedy, Family, Adventure, Romance",en,2008-10-03,5.3,wants; caught; dognapper,Beverly Hills Chihuahua
Comedy,en,2003-10-24,6.0,investigate; scary; third,Scary Movie 3
"Animation, Comedy, Family, Adventure",en,1970-12-24,7.3,leaves; plots; duchess,The Aristocats
"Drama, Horror, Science Fiction",es,1967-01-01,6.2,vampire; real; tissue,Soy leyenda
Comedy,en,2020-10-06,6.4,want; harness; high,American Pie Presents: Girls' Rules
"Action, Comedy, Family, Adventure",en,2001-03-18,5.8,top; gregorio; family,Spy Kids
"Drama, Romance",en,2022-01-06,6.3,luminous; feelings; bergerac,Cyrano
"Action, Crime, Thriller",en,2006-04-11,7.3,uri; george; russian,Undisputed II: Last Man Standing
"Animation, Drama, Science Fiction, Music",ja,2021-07-16,8.4,u; dives; dragonlike,Belle
"Fantasy, Action, Adventure",en,2016-06-29,5.9,having; acclimated; called,The Legend of Tarzan
"Animation, Science Fiction, Action",ja,2014-03-25,6.4,devised; blackmarket; farreaching,Avengers Confidential: Black Widow & Punisher
"Crime, Drama, Action",en,1994-09-14,8.3,footsteps; revenge; nextdoor,Léon: The Professional
"Animation, Drama, Adventure, Fantasy",en,2019-11-15,6.4,island; mountains; crash,Away
"Animation, Comedy, Family",en,2009-09-17,6.6,destroyed?; proportions; control,Cloudy with a Chance of Meatballs
"Action, Comedy, Crime",en,2012-03-14,6.9,bicycles; jock; unit,21 Jump Street
"Family, Adventure, Comedy, Animation",en,2002-11-06,6.0,101; campaign; feel,101 Dalmatians II: Patch's London Adventure
"Comedy, Horror",en,2015-10-23,6.5,world’s; forces; scouts,Scouts Guide to the Zombie Apocalypse
"Family, Animation, Fantasy",en,2011-08-11,7.4,identity; enchanted; attend,Barbie: Princess Charm School
"Science Fiction, Action, Thriller",cn,2010-08-11,4.9,finding; discover; knifethrowing,City Under Siege
"Action, Drama, War",en,2014-03-05,6.1,general; persian; greece,300: Rise of an Empire
"Comedy, Romance",en,2009-09-19,5.5,descend; tropical; want,Couples Retreat
"Thriller, Romance, Drama, Mystery",en,2020-12-10,6.2,nico; pandemic; rare,Songbird
"Adventure, Action",en,1984-05-23,7.3,arriving; secret; india,Indiana Jones and the Temple of Doom
"Comedy, Romance",en,2018-08-16,7.7,mailed; secret; mysteriously,To All the Boys I've Loved Before
"Family, Animation, Adventure, Comedy",en,2007-10-28,6.0,disillusioned; florist; city,Bee Movie
"Family, Fantasy, Comedy",en,1971-06-29,7.5,lifetime; ticket; candy,Willy Wonka & the Chocolate Factory
"Comedy, Crime, Drama",en,2016-08-17,6.9,based; afghanistan; diveroli,War Dogs
"Crime, Drama, Action",en,2021-01-22,6.1,ultimate; date; brought,Twist
"Animation, Family",en,2006-09-19,7.7,lost; better; sisters,Barbie in The 12 Dancing Princesses
Comedy,es,2021-12-21,7.5,travel; terrible; alicia,Grumpy Christmas
"Horror, Science Fiction, Action, Fantasy",ja,2015-09-01,5.8,wall; comes; titans,Attack on Titan II: End of the World
"Family, Adventure, Comedy, Fantasy, Animation",en,2015-01-28,6.1,go; themselves; transform,The SpongeBob Movie: Sponge Out of Water
"Adventure, Family, Fantasy",en,2016-05-25,6.5,hatter; mad; underland,Alice Through the Looking Glass
"Action, Adventure, Thriller",en,2015-10-26,6.5,keep; secret; sends,Spectre
"Drama, Action, Adventure, History, War",en,2012-01-19,6.5,fly; tuskegee; africanamerican,Red Tails
"Animation, Family, Comedy",en,2013-09-26,6.4,island; leave; creates,Cloudy with a Chance of Meatballs 2
"Action, Thriller, Science Fiction",en,2012-04-12,5.9,maximum; convicts; president's,Lockout
"Horror, Thriller",en,2020-10-23,6.2,paranoia; struggles; full,The Wolf of Snow Hollow
"Fantasy, Action",en,2004-04-02,6.7,allies; serving; good,Hellboy
"Mystery, Thriller, Drama",en,2014-10-01,7.9,having; suspected; disappearance,Gone Girl
"Adventure, Comedy, Fantasy, Family, Drama",en,2017-01-19,7.6,multiple; several; discover,A Dog's Purpose
"Action, Drama, Adventure",en,2000-05-01,8.2,roman; devious; chaos,Gladiator
"Science Fiction, Action, Adventure, Thriller",en,1987-06-12,7.5,commandos; mission; extraterrestrial,Predator
"Action, Thriller",en,2019-08-21,6.5,race; banning; name,Angel Has Fallen
Horror,en,2003-08-15,6.0,master; dreamdemon; limbo,Freddy vs. Jason
"Action, Adventure, Animation, Science Fiction, Thriller",en,2009-08-19,6.9,do; extinction; like,9
"Comedy, Drama",en,2010-11-04,6.3,actor; scramble; start,Due Date
Documentary,en,2009-03-17,6.3,rooted; west; curtains,Porno Unplugged
"Animation, Family",en,1940-11-13,7.4,music; pictures; disney's,Fantasia
"Fantasy, Action, Adventure, Family",en,2013-02-27,5.8,comes; fearsome; people,Jack the Giant Slayer
"Animation, Family",en,2021-04-16,7.0,gadabout; locked; weather,Zog and the Flying Doctors
"Animation, Comedy, Family, Western, Adventure",en,2011-03-02,6.8,dirt; gunslinging; suddenly,Rango
Drama,en,2014-04-16,6.6,side; consciousness; heaven,Heaven Is for Real
"Drama, Science Fiction, Mystery",en,2016-11-10,7.6,taking; determine; land,Arrival
"Action, Crime, Thriller",en,2022-03-16,0.0,bills; charismatic; asks,Ambulance
"Fantasy, Thriller, Action, Adventure, Horror",en,2017-06-06,5.5,current; though; beneath,The Mummy
"Thriller, Crime, Horror",en,2010-06-17,6.5,apartment; working; upstate,I Spit on Your Grave
"Comedy, Romance",en,2008-07-02,7.0,off; daughter; exlovers,Mamma Mia!
"Drama, Thriller, Crime",en,2013-09-18,8.0,driver; 6yearold; loki,Prisoners
"Horror, Mystery",en,2009-08-26,5.6,deadly; saves; premonition,The Final Destination
"Animation, Family",en,1963-12-25,7.2,go; merlin; beyond,The Sword in the Stone
"Drama, Horror, TV Movie",en,2002-11-04,6.2,both; telekinetic; pushed,Carrie
Drama,en,2021-11-11,7.9,composer; navigates; pressures,"tick, tick... BOOM!"
"Animation, Action, Adventure, Crime, Fantasy",en,2021-01-12,7.0,classmates:; turner; artists,Batman: Soul of the Dragon
"Action, Science Fiction, Adventure",en,2014-07-30,7.9,abducted; ronan; orb,Guardians of the Galaxy
"Drama, Science Fiction",en,2022-01-21,7.4,process; didn't; jake,After Yang
"Animation, Drama, Family, Fantasy",ja,2012-07-21,8.3,prove; lover; father's,Wolf Children
"Animation, Family, Fantasy, Adventure, Drama",ja,2018-06-16,7.3,brother; big; child,Mirai
"Family, Animation, Fantasy, Adventure, Comedy, Music",en,2016-10-13,6.7,far; party; beyond,Trolls
"Animation, Comedy, Family",en,2011-11-18,6.1,shaken; allies; mumble,Happy Feet Two
"Comedy, Romance",en,2009-01-09,6.2,booked; rivals; accidentally,Bride Wars
"Animation, Family",es,2020-11-12,6.7,mountain; corporation; xico,Xico's Journey
"Comedy, Action, Animation, Adventure",ja,2004-08-21,7.3,protect; thrilled; mission,Naruto: Ninja Clash in the Land of Snow
"Animation, Action, Comedy, Family",en,2004-09-20,6.0,oscar; often; secret,Shark Tale
"Fantasy, Drama",en,2013-10-01,7.3,bc; king's; death,The Book of Daniel
"Comedy, Romance",en,2004-04-09,6.7,exceptionally; once; career,The Girl Next Door
"Action, Adventure, Science Fiction",en,2014-03-20,7.7,cataclysmic; off; assassins,Captain America: The Winter Soldier
