Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Drama, War",en,1989-12-20,7.0,fought; activist; betrayed,Born on the Fourth of July
"Comedy, Drama",en,1985-03-29,6.1,too; headline; steps,Desperately Seeking Susan
"Romance, Drama, Action",ko,2004-01-15,7.2,teachers; corporal; power,Once Upon a Time in High School
"Fantasy, Adventure, Family, Animation",en,1982-12-17,7.2,use; order; evil,The Dark Crystal
"Drama, Fantasy, Romance",ja,2004-10-30,7.6,unfailingly; yuji; again,Be with You
Drama,en,1985-03-08,7.1,boy; circumstances; attempts,Mask
"Animation, Action, Fantasy, Horror",ja,1987-04-19,6.7,between; another; earth,Wicked City
"Crime, Drama, Thriller",en,1983-03-25,7.0,violence; juvenile; girlfriend,Bad Boys
"Drama, Romance, Comedy",fr,1980-12-17,6.5,deals; moving; city,The Party
"Drama, Romance, Crime",it,2013-01-01,7.9,appointed; expert; virgil,The Best Offer
"Animation, Adventure, Comedy, Family",fr,2019-09-10,7.5,movie; key; kingsized,Curious George: Royal Monkey
"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2004-07-23,4.9,government; employed; led,Thunderbirds
Drama,sv,1972-12-21,8.0,child; regard; sisters,Cries and Whispers
"Romance, Family, TV Movie",en,2017-12-14,5.5,kelsey's; big; break:,Christmas Wedding Planner
"Drama, War",fr,1987-10-07,7.5,concerning; precocious; precisely,Au Revoir les Enfants
"Fantasy, Comedy",en,2017-05-30,5.8,lively; night; twist,Cinderella's Hot Night
Action,en,2009-04-21,5.3,treasure; scuba; than,Into the Blue 2: The Reef
"Drama, Romance",en,2007-10-04,6.6,great; professes; ariza,Love in the Time of Cholera
"Drama, Romance",fr,1986-04-09,7.3,handyman; aspiring; novelist,Betty Blue
Drama,en,2014-12-05,7.5,tested; howland; alice,Still Alice
"Animation, Action, Comedy, Family",en,2012-06-15,1.8,city; brand; x,Foodfight!
Action,en,2015-10-05,5.1,parallel; different; gunfighters,Blunt Force Trauma
"Drama, Crime",ja,1996-07-27,7.2,yakuza; harassing; classmates,Kids Return
"Comedy, Romance",en,1985-04-26,6.4,helps; schools; school's,Just One of the Guys
"Crime, Documentary",en,2016-03-11,6.4,leads; 12yearold; would,Beware the Slenderman
"Drama, Horror",cn,1992-09-10,0.0,women; keep; si,Sex and Curse
"Romance, Comedy",en,1998-02-13,6.8,fiancée; finally; wedding,The Wedding Singer
"Comedy, Family, Animation, Adventure",ru,2017-10-28,6.6,little; reveal; apart…,The Fixies: Top Secret
"Crime, Comedy",en,1988-12-14,7.2,$50000; try; men,Dirty Rotten Scoundrels
Comedy,en,2011-08-19,6.1,hilariously; days; fight,The Inbetweeners Movie
"Comedy, Action",cn,1992-07-02,6.5,sidekick; lawyer; bring,"Justice, My Foot!"
"Drama, Thriller, Romance",en,2017-09-22,5.4,danny; away; memories,Submergence
"Drama, Crime, Romance",en,1999-08-06,6.7,playboy; may; rich,The Thomas Crown Affair
Drama,en,1989-12-13,7.3,between; shunned; grew,Driving Miss Daisy
Comedy,en,1985-03-22,5.5,old; enemy; once,Porky's 3: Revenge
"Action, Comedy",cn,1985-08-15,6.7,trial; witness; sinners,"Twinkle, Twinkle, Lucky Stars"
"Animation, Action, Thriller, Crime",hu,2018-06-22,7.5,psychotherapist; museums; wanted,"Ruben Brandt, Collector"
"Mystery, Western, Thriller",pt,2019-08-29,7.8,loss; small; days,Bacurau
"Comedy, Romance",en,1955-06-03,7.1,opportunity; above; blonde,The Seven Year Itch
"Horror, Mystery, Science Fiction, Thriller",en,2022-07-20,0.0,inland; witness; residents,Nope
"Horror, Mystery, Thriller, Comedy",en,2021-12-03,5.9,roommates’; dark; harbors,The Scary of Sixty-First
"History, Action, Romance, Drama",en,1975-06-06,6.7,warren; cousin; produce,Mandingo
"Action, Adventure, Comedy, Drama",en,1952-08-27,6.9,late; adventure; involving,The Crimson Pirate
"Adventure, Comedy, Romance",en,1978-08-01,6.5,gets; quest; goes,Fairy Tales
"Drama, Romance",en,2001-06-07,6.8,southern; ironically; working,Monster's Ball
"Mystery, Thriller, Horror",en,2018-10-01,5.8,exact; herself; replaced,Cam
"Drama, Comedy, Romance",it,1963-12-21,7.6,want; sexuality; means,"Yesterday, Today and Tomorrow"
Horror,en,2001-10-09,4.1,discovers; awakens; possessed,Children of the Corn: Revelation
"Action, Crime, Mystery",ko,2017-05-17,7.2,organization; starts; hyunsu,The Merciless
"Crime, Drama, Thriller",en,1938-11-26,7.7,return; solicitor; rocky,Angels with Dirty Faces
"Thriller, Action, Comedy",en,2021-03-12,6.4,aggressive; libraries; secret,Dark Web: Cicada 3301
"Animation, Family, Fantasy, Music, Horror, Comedy",en,2000-08-29,6.9,production; alvin; expelled,Alvin and the Chipmunks Meet the Wolfman
"Comedy, Horror",en,2006-04-27,5.9,swamp; stranded; horrific,Hatchet
"Animation, Science Fiction",ja,2002-02-10,5.3,relationship; rapidly; determine,Turn A Gundam II: Moonlight Butterfly
Drama,es,1970-03-29,7.3,lope; than; downtrodden,Tristana
"Science Fiction, Action, Drama, Thriller",en,1996-08-02,5.6,run; energy; forced,Chain Reaction
"Thriller, Crime, Mystery",en,1990-07-26,6.8,coworker; sabich; murdered,Presumed Innocent
"Action, Comedy, Thriller, Drama",it,1975-06-26,6.2,name; person; order,Flatfoot in Hong Kong
Drama,fr,1993-09-08,7.7,eventually; daughter; wreck,Three Colors: Blue
Drama,en,2007-01-01,3.5,gathering; celebrate; infidelity,Swingers Sex Party
"War, Action, Drama, History, Thriller",en,1965-06-23,7.0,pow; escape; stars,Von Ryan's Express
"Comedy, Drama, Horror, Mystery, Thriller",en,1991-11-01,6.6,williams; landlords; underneath,The People Under the Stairs
"Drama, Romance",en,1996-03-01,6.4,rise; homemade; primetime,Up Close & Personal
"Animation, Fantasy, Action, Romance",ja,1999-08-14,7.2,old; series; arrives,Revolutionary Girl Utena: The Adolescence of Utena
"Adventure, Animation, Comedy, Family, Fantasy",en,2017-01-12,6.3,ox; transports; blue,Bunyan and Babe
Thriller,en,2015-01-09,3.7,younger; introduced; bdsm,Bound
Comedy,en,2005-07-17,6.4,gentleman; complicated; eponymous,A Cock and Bull Story
"Drama, Horror, Thriller, Mystery",en,1981-05-15,6.0,truth; going; prey,Happy Birthday to Me
"Adventure, Horror, Science Fiction",en,1954-03-05,6.9,sights; “missing; link”,Creature from the Black Lagoon
Drama,en,2017-11-10,6.5,political; decision; small,The Bookshop
"Comedy, Drama",en,1970-02-10,3.2,kitty; party; includes,The Party at Kitty and Stud's
"Drama, Thriller",fr,1965-08-29,7.5,society; lead; mediterranean,Pierrot le Fou
"Horror, Thriller",en,2007-06-01,4.5,something; labyrinth; chasing,Catacombs
"Action, Adventure, Comedy",en,2002-03-08,5.9,much; lot; boss,All About the Benjamins
"Drama, Romance",en,1958-08-29,7.7,feelings; her:; memories,Cat on a Hot Tin Roof
"Action, Adventure, Drama, Family",en,1996-09-13,6.9,mother; birds; winter,Fly Away Home
"Comedy, Romance",en,1953-10-29,6.9,three; eligible; millionaires,How to Marry a Millionaire
"Adventure, Animation, Comedy, Family",es,2022-08-26,0.0,accidentally; curse; put,Tad the Lost Explorer and the Mummy's Curse
"Adventure, Animation, Comedy",ja,2015-04-18,7.4,maneating; work; mexico,Crayon Shin-chan: My Moving Story! Cactus Large Attack!
Documentary,en,2017-05-06,7.6,always; bruce; makes,Batman & Bill
"Crime, Drama, Thriller",en,2005-07-31,5.6,zodiac; bay; serial,The Zodiac
Drama,es,2020-08-22,7.8,underprivileged; result; cancer,Memories of My Father
"Science Fiction, Drama, Mystery",en,1993-03-12,6.5,disappearance; despite; foul,Fire in the Sky
"Action, Comedy",it,1974-03-29,7.5,local; stunt; drivers,"Watch Out, We're Mad"
"Action, Crime",ko,2012-07-25,6.7,—; close; south,The Thieves
"Crime, Drama, Mystery",en,1992-10-16,5.4,secretive; hedonistic; whose,Consenting Adults
"Drama, Action, Thriller, Crime",en,2003-03-11,6.1,former; aaron; murdered,The Hunted
"Adventure, Drama, Action, Family",en,2002-12-27,6.9,exploitation; coldheartedly; search,Nicholas Nickleby
"Adventure, Horror, Action, Science Fiction",ja,2008-10-03,5.9,bitter; cop; vision,Tokyo Gore Police
"Adventure, Drama, Romance",en,2008-11-18,6.6,firsthand; set; forces,Australia
"Drama, Horror, Romance, Thriller",en,2017-10-05,5.0,each; attempts; rachel,The Lodgers
"Thriller, Science Fiction",en,2009-09-17,5.6,just; gift; couple,The Box
"Animation, Comedy, Family",en,1999-11-15,6.1,impressed;; yaga;; traps,Bartok the Magnificent
"Family, Animation, Adventure, Comedy",en,2010-08-24,6.5,learn; tom; holmes,Tom and Jerry Meet Sherlock Holmes
Horror,ja,1985-10-07,4.6,disembowel; night; walking,Guinea Pig 2: Flower of Flesh and Blood
"Romance, Comedy, Drama",fr,1967-03-08,7.7,composes; left; without,The Young Girls of Rochefort
Drama,nl,2016-02-25,6.4,everything; extremely; sect,In My Father's Garden
"Thriller, Science Fiction, Horror",es,2014-05-17,6.9,spaces:; brothers; infinite,The Incident
"Music, Family",es,2019-11-15,7.6,arrive; able; alvaro,Go! The Unforgettable Party
Comedy,es,1982-01-13,6.0,cinema; you; it’s,El día de los albañiles: Los maistros del amor
"Comedy, Action",en,2021-07-02,5.5,reality; cool; date,Supercool
"Comedy, Music",fr,2014-12-17,6.9,parents'; enter; big,The Bélier Family
"Comedy, Drama, Fantasy, Romance",en,1998-04-23,6.6,focus; surprisingly; stories,Sliding Doors
"Family, Action, Drama, Romance, TV Movie",en,2014-01-17,6.9,overcome; mountains; adrenalinefueled,Cloud 9
"Comedy, Drama, Romance",en,2015-11-27,6.4,coworker; younger; selfhelp,"Hello, My Name Is Doris"
"Comedy, Romance, Drama",en,2004-03-25,6.1,trinke; seems; bounce,Jersey Girl
"War, Drama, Romance",en,2018-09-14,8.1,lutz; white; 15year,Where Hands Touch
"Drama, History",fr,1956-12-19,6.5,cathedral; frollo; paris,The Hunchback of Notre Dame
"Comedy, Drama, Romance",ko,2016-10-11,6.1,miyeon; husband; brotherinlaw,Sister's Younger Husband
"Comedy, Drama, Romance",en,1994-09-29,7.0,australia; happiness; money,Muriel's Wedding
"Action, Adventure, Comedy, Thriller",en,2003-06-09,5.2,beat; really; want,Hollywood Homicide
"Comedy, Drama",en,2014-03-20,6.2,highrise; topper; muso—decide,A Long Way Down
"Comedy, Romance",en,2012-09-11,7.0,worldly; disorganized; schlubby,My Awkward Sexual Adventure
"Romance, Adventure",en,1982-03-12,6.3,respective; desert; sarah,Paradise
"Action, Adventure, Animation",ja,2006-10-21,7.4,treasure; build; black,Tekkonkinkreet
"Romance, Drama",fr,1991-04-03,6.3,abandon; emma; france,Madame Bovary
"Crime, Thriller, Mystery",en,1951-06-27,7.7,socialite; suspicion; deranged,Strangers on a Train
Comedy,en,1986-10-24,5.4,bargained; darken; tanning,Soul Man
"Crime, Drama, Romance",en,2021-02-09,5.7,tries; friend; bodies,Ride or Die
"Action, Thriller",en,2019-06-14,5.3,middle; then; known,Daughter of the Wolf
Comedy,en,1989-05-11,2.4,cruise; big; cruise,Going Overboard
"Thriller, Romance, Mystery",en,1946-08-21,7.8,watch; stakes; recruits,Notorious
"History, Documentary",en,2005-02-11,6.7,opposition; future; starring,Inside Deep Throat
Comedy,en,2013-11-15,6.5,discover; how; 15,The Best Man Holiday
"Horror, Science Fiction",en,1997-09-19,5.9,thereby; djinn; fellow,Wishmaster
Animation,ja,2008-02-06,6.0,tell; ino; alternate,Shippū! Konoha Gakuen Den!
Western,en,1946-10-17,7.5,revenge; tombstone; until,My Darling Clementine
"Thriller, Horror",en,2006-01-17,5.9,taking; novelist; rachel,Half Light
"Drama, Comedy",en,2022-02-23,5.8,three; high; exposed,Three Months
"Horror, Mystery, Thriller",en,2000-08-25,5.2,virgins; night; general,Cherry Falls
"Action, Adventure, Drama",en,1997-05-12,5.8,mutual; difference; leaves,Robinson Crusoe
"Drama, Comedy, Romance",en,2004-10-01,6.6,obsessive; memorable; turbulent,The Life and Death of Peter Sellers
Drama,en,1967-12-11,7.7,challenged; attitudes; brings,Guess Who's Coming to Dinner
"Action, Crime, Thriller",cn,2015-06-18,6.8,rare; escape; kit’s,SPL II: A Time for Consequences
"Family, Comedy",en,2000-10-07,5.5,ready; assortment; laughpacked,102 Dalmatians
"Drama, Music",en,2020-11-25,6.7,gather; 1927; band,Ma Rainey's Black Bottom
"Drama, Horror, Mystery",en,2020-10-09,6.8,nurse; maud; eye,Saint Maud
Drama,en,2011-12-24,7.0,father's; year; boy,Extremely Loud & Incredibly Close
Horror,en,2020-07-21,5.6,returns; year; earlier,The Legend of Halloween Jack
"Comedy, Romance",es,2020-02-14,6.8,also; childhood; unlike,The Wedding Unplanner
"Animation, Comedy, Drama, Mystery, Fantasy",ja,2005-08-19,6.4,yuko; occurrences; wealthy,xxxHOLiC The Movie: A Midsummer Night's Dream
"Science Fiction, Action, Thriller",en,2017-05-02,5.0,upside; turned; begin,The Shadow Effect
Horror,en,2015-09-16,5.4,cole; son; images,Pay the Ghost
"Horror, Mystery",en,2009-09-09,5.5,again; so; prank,Sorority Row
Drama,en,2007-09-10,5.2,unrelated; fallout; forced,Normal
"Crime, Drama",en,2017-01-27,6.9,spud; renton; 20,T2 Trainspotting
"Drama, History",en,2013-08-16,6.1,revered; 20th; creative,Jobs
"Drama, Family, Fantasy",en,1993-08-13,7.4,neglectful; ten; begins,The Secret Garden
"Thriller, Action",en,1996-08-15,5.9,career; renard; supportive,The Fan
"Comedy, Drama",en,2011-01-13,5.3,project; ronny; agonizes,The Dilemma
"Drama, Thriller",en,2016-07-31,5.9,boys; brutal; biggest,Edge of Winter
Comedy,en,1988-06-10,6.4,night; mismatched; jupiter,Big Business
Comedy,ru,2019-11-24,7.1,accident; hidden; cameras,Son of a Rich
"TV Movie, Comedy, Family",en,2014-06-27,6.2,dancer; zoey; talented,Zapped
"Action, Drama, History",ja,1985-06-01,8.1,reimagines; king; masterpiece,Ran
"Animation, Family, Adventure, Comedy, Science Fiction",en,2008-06-25,4.9,shuttle; chimps; crash,Space Chimps
"Drama, Family",en,1991-09-06,6.5,extremely; body; ensure,Little Man Tate
Drama,ja,2013-09-28,7.6,switched; another; choose,"Like Father, Like Son"
"Action, Crime, Comedy",en,1965-08-06,6.5,sum; thrills; attempt,"Faster, Pussycat! Kill! Kill!"
"Crime, Drama, Action, Thriller, Horror",en,1998-01-16,6.7,reese; start; execution,Fallen
"Drama, Comedy",fr,2019-08-28,7.0,saint; located; denis,School Life
"Family, Adventure, Animation",es,2007-12-05,5.5,rucio; very; quixote,Donkey X
"Family, Comedy",en,1998-11-03,4.9,true; normal; unfortunately,Richie Rich's Christmas Wish
"Drama, War",he,2009-09-24,6.4,lone; paratroopers; 1982,Lebanon
"Drama, Crime, Thriller",en,2008-09-19,5.9,neighbor; couple; lapd,Lakeview Terrace
"Comedy, Drama, Family, Romance",en,2005-06-17,6.1,breaks; jean; bad,The Perfect Man
"Comedy, Mystery",fr,1972-12-06,7.0,french; unwitting; chosen,The Tall Blond Man with One Black Shoe
"Action, Drama, Science Fiction, Thriller",en,1994-04-29,6.3,convicted; marine; robbins,No Escape
"Comedy, Drama, Family",en,2008-11-11,5.8,moving; middle; house,The Clique
"Fantasy, Romance",ko,2015-08-20,7.6,person; wakes; different,The Beauty Inside
"Drama, War",en,2015-09-11,7.6,commander; men; country,Beasts of No Nation
"War, Romance, Drama",en,1953-08-28,7.3,private; unit's; captain's,From Here to Eternity
"TV Movie, Comedy, Family",en,2011-12-02,6.6,parents; victims; station,"Good Luck Charlie, It's Christmas!"
"Drama, History",ru,1975-03-07,8.1,tell; history; personal,Mirror
"Action, Crime, Drama, Thriller",en,2018-11-30,5.8,believes; bodies; revenge,Blood Brother
"Crime, Drama, Mystery, Thriller",en,2010-01-28,6.3,seasoned; government; disturbing,Edge of Darkness
"Romance, Drama",fr,2017-09-07,6.8,aspiring; characters; cousin,"Mektoub, My Love: Canto Uno"
"War, Drama",it,1969-10-13,7.2,powerful; regime; germany,The Damned
"Drama, Music",en,2006-12-25,6.8,they're; chosen; wish,Dreamgirls
"Comedy, Family",en,1994-10-14,6.4,o'shea's; cut; decides,Little Giants
"Action, Adventure, Comedy, Family",en,2003-03-11,4.1,every; hiding; criminals,Inspector Gadget 2
"Drama, Crime, Thriller",it,2019-05-23,7.8,several; between; criminal,The Traitor
"Action, Comedy, Science Fiction",en,2011-11-26,7.7,another; mooger; turn,Power Rangers Samurai: Clash of the Red Rangers - The Movie
"Drama, Crime",ja,2001-09-07,7.2,dreamy; dynamics; relationship,All About Lily Chou-Chou
"Horror, Science Fiction",en,1986-10-24,6.6,allows; machine; developed,From Beyond
"Thriller, Mystery",en,2011-02-10,5.7,behind; found; room,The Resident
"Comedy, Drama, Romance",en,2017-10-03,6.4,swingers; puts; springs,Palm Swings
Comedy,en,2018-03-02,8.1,mid; so; or,Sex School: Student Bodies
"Thriller, Adventure, Drama",en,1963-08-13,6.7,schoolboys; themselves; ralph,Lord of the Flies
Drama,en,2003-08-20,6.5,isn't; tracy's; old,Thirteen
"Horror, Thriller",en,2009-07-30,6.3,alice's; led; dam,Lake Mungo
Drama,en,2020-03-13,7.2,pregnancy; medical; unintended,Never Rarely Sometimes Always
"Fantasy, Drama, Family",en,1994-11-18,6.7,special; department; precious,Miracle on 34th Street
"Thriller, Horror, Fantasy",en,2016-11-19,4.7,novelist—and; honor; exlover,Compulsion
"Horror, Mystery, Thriller",en,1997-01-10,5.9,biologist; creature; people,The Relic
"Drama, War",en,2002-02-15,6.3,waiting; visser; wilhelm,Hart's War
"Comedy, Drama",en,1986-03-14,6.1,quality; longtime; exigencies,Gung Ho
"Drama, Thriller",en,2016-10-12,4.5,polish; author; tadek,Dark Crimes
"Comedy, Fantasy, Romance",en,2015-04-21,5.2,magically; transformed; falls,Sam
"History, War, Action, Drama",en,1993-12-24,6.7,marine; serenity; resolves,Heaven & Earth
"Action, Crime, Drama",fr,2001-04-04,6.0,demonstrates; medical; order,Yamakasi
Drama,en,1945-11-29,7.7,birnam; girlfriend; worst,The Lost Weekend
"Adventure, Animation, Family, Fantasy",en,1982-12-26,7.6,north; christmas; meet,The Snowman
"Comedy, Thriller, Drama",en,1985-09-13,7.5,whom; agrees; processor,After Hours
Horror,en,1932-01-01,6.9,ancient; priest; field,The Mummy
"Horror, Comedy",en,2021-01-14,6.5,effort; past; escape,Bloody Hell
"Western, Drama",en,2019-03-08,5.8,abandon; event; older,The Kid
Documentary,en,2010-06-22,8.8,bryan; avatar:; cocreators,Avatar Spirits
Drama,it,1948-11-24,8.3,man's; bicycle; livelihood,Bicycle Thieves
Drama,en,2021-04-17,7.3,sister; lose; seems,Seven Deadly Sins: Envy
Comedy,en,2007-03-30,6.1,athletes; medals; via,Blades of Glory
"Comedy, Drama, Romance, Music",en,1996-10-04,6.9,starmaking; manager; its,That Thing You Do!
Horror,en,2019-08-20,4.6,producer; possible; including,Hoax
"Music, Documentary",en,2018-07-05,7.5,archival; singer; rare,Whitney
"Comedy, Drama, Romance",en,2016-05-11,6.5,arrives; hoping; swept,Café Society
"Crime, Drama, Thriller",it,2015-10-14,7.3,vegas; peace; wants,Suburra
"Romance, TV Movie",en,2018-02-14,5.6,algorithm; sees; shares,My Perfect Romance
"Horror, Thriller",en,2017-10-14,6.3,escape; create; sara,Creep 2
"Drama, War",it,1960-12-22,7.9,war;; widowed; remote,Two Women
"Comedy, Mystery",en,2006-07-27,6.6,begins; london; big,Scoop
"Drama, Comedy, Romance",en,2000-03-31,5.9,chris; friend; girls,Whatever It Takes
Documentary,en,2020-08-04,6.7,renegade; three; conservative,The Swamp
"Western, Action, Comedy",it,1968-10-02,6.5,results; allies; unwilling,Ace High
"Family, History, Drama",en,2017-09-29,7.1,aa; inspired; christopher,Goodbye Christopher Robin
"Horror, Drama, Science Fiction",en,2017-11-24,5.5,cannibals; return; zombielike,The Cured
"Drama, Romance",en,2010-03-14,6.4,bad; say; banned,The Cutting Edge: Fire & Ice
"Horror, Science Fiction",en,2012-01-13,5.9,survivors; together; building,The Divide
Documentary,en,2006-03-26,6.6,shown; indepth; secret',The Secret
Comedy,fr,1967-12-16,7.8,paris; gadgetfilled; hulot,PlayTime
"Thriller, TV Movie",en,2019-04-12,5.4,show; stemming; show,Radio Silence
Comedy,en,2012-10-05,5.9,town's; butter; pitted,Butter
Comedy,en,1980-07-11,6.4,brother; it's; owner,Used Cars
"Comedy, Romance",en,2016-09-15,5.9,formidable; risky; too,Spin Out
"Drama, Romance",fr,1975-12-15,5.3,puzzled; lover; openness,Emmanuelle: The Joys of a Woman
"Adventure, Drama, History",en,2009-05-17,7.0,davus; historical; tide,Agora
"Drama, History, Thriller",de,2018-09-27,7.5,traces; immediately; families,Balloon
Comedy,fr,2015-12-02,6.3,everything; cave; girls,Babysitting 2
"Action, Comedy, Thriller, Romance",en,1997-04-11,6.9,hire; couple; martin,Grosse Pointe Blank
"Family, Animation, Adventure, Comedy",en,2020-12-08,5.8,misfit; cher; big,Bobbleheads: The Movie
Documentary,en,2018-03-09,6.6,cost?; better; adderall,Take Your Pills
"Comedy, Drama, Romance",en,1971-12-20,7.7,avoid; differences; current,Harold and Maude
"Comedy, Music",en,2016-06-03,6.6,goes; boyz; high,Popstar: Never Stop Never Stopping
"Drama, Horror, Thriller, Crime",en,2000-08-11,5.3,date; longed; reenters,Bless the Child
Drama,en,2004-07-18,6.1,ultimately; tragedy; cole,The Door in the Floor
Drama,en,2017-08-25,6.7,prestigious; art; exhibit,The Square
"Drama, Comedy",en,1982-12-18,7.8,idol; comic; attempts,The King of Comedy
"War, Drama, History",en,2017-02-18,7.4,sudden; embarks; terrifying,First They Killed My Father
"Drama, Romance",en,2003-03-07,5.8,creates; do; wants,My Life Without Me
Comedy,en,1997-12-11,5.8,go; pinned; latter,For Richer or Poorer
"Family, Comedy",es,2012-11-01,7.0,complete; pregnancy; susana,Lotoman 2.0
"Adventure, Family, TV Movie",en,2019-01-21,8.0,detective; truth; investigative,Bixler High Private Eye
Romance,en,2018-03-15,6.9,cardinal; accident; recruit,The Matchmaker's Playbook
"Fantasy, Drama, Romance, Science Fiction",ko,2000-09-09,7.5,same; leaves; paralleltime,Il Mare
"Horror, Thriller",en,1985-01-25,6.8,murders; amazing; exclusive,Phenomena
"Comedy, Drama",en,1994-04-29,6.8,paper; graduate; held,With Honors
"Fantasy, Science Fiction",en,1991-01-13,4.8,right; 2024; behind,Highlander II: The Quickening
"Drama, Thriller, Crime",en,1990-09-21,7.5,fall; ways; set,Miller's Crossing
"Adventure, Fantasy, Action, Thriller, Science Fiction",en,1994-07-01,6.0,explosive; hero; comes,The Shadow
"Horror, Mystery, Drama, Thriller",ja,1999-10-06,7.1,death; widower; shigeharu,Audition
"Comedy, Crime",en,1990-07-13,6.7,friend; potter; executes,Quick Change
"Action, Adventure, Science Fiction",ja,1964-12-20,7.2,arrival; or; prophetess,"Ghidorah, the Three-Headed Monster"
"Science Fiction, Horror, Fantasy, Thriller",en,2000-01-14,4.9,form; nova17; signal,Supernova
"Romance, Science Fiction",fr,1962-02-16,7.9,airport’s; problems; sent,La Jetée
"War, Drama",es,2020-01-28,7.8,together; soldiers; looking,Chaco
"Animation, Horror, Science Fiction",en,2010-12-31,5.9,dead; happened; between,Dead Space: Aftermath
Drama,en,2008-03-26,6.7,ray; ray; reluctantly,Frozen River
"Thriller, Action",ko,2014-04-30,6.9,patient; assailant; taejun,The Target
"Romance, Music",en,2018-04-27,7.2,music; breaking; separate,Modern Life Is Rubbish
"Comedy, Family, Animation",en,2006-10-17,5.9,play; produces; nature,Hammy's Boomerang Adventure
Drama,es,2021-06-18,5.9,depopulation; happy; rural,Mighty Flash
"Animation, Adventure, Comedy, Family",de,2019-04-11,7.0,knows; allowed; house,Spy Cat
"Animation, Family, Music",en,1998-10-16,6.1,teased; fox; reach,Rudolph the Red-Nosed Reindeer: The Movie
"Science Fiction, Drama",en,2007-06-10,7.6,ages; scholar; earth,The Man from Earth
Action,en,1987-06-11,5.7,(charles; daughter; drug,Death Wish 4: The Crackdown
"Comedy, Drama",en,2020-12-04,7.7,relationship; countries; metaphor,Half Brothers
"Crime, Thriller",en,2008-10-07,5.5,kayla; secondary; guy,Joy Ride 2: Dead Ahead
Thriller,en,2020-05-28,6.2,best; modern; risk,Dead Water
"Drama, Music",en,2019-06-19,6.8,face; music; paths,Beats
"Thriller, Drama",en,2019-12-13,5.9,rights; late; seberg,Seberg
"Action, Comedy",es,2016-03-31,6.8,hacker; mexican; work,Compadres
"Action, Comedy, Science Fiction, Horror",en,2006-04-22,4.8,natural; museum's; actually,Mammoth
"Horror, Thriller",en,2014-10-23,4.9,viral's; next; serial,V/H/S: Viral
"Comedy, Drama",fr,2009-02-02,5.8,little; protests; camping,Thawing Out
"Horror, Thriller",en,2009-10-09,5.4,trapped; brother; mission,Blood Creek
Drama,ja,1981-12-25,5.3,s&m; magazine; photos,Angel Guts: Red Porno
"Drama, Romance",en,1982-07-28,7.0,affair; foley; once,An Officer and a Gentleman
"Comedy, Drama, Mystery, Romance",en,2005-08-05,6.9,don; girlfriend; receives,Broken Flowers
"Crime, Thriller",en,1943-01-15,7.6,bored; arriving; receives,Shadow of a Doubt
"Horror, Thriller",en,1995-03-17,5.4,accused; killed; victim,Candyman: Farewell to the Flesh
"Drama, Western, Romance",en,1954-05-26,7.5,another; lover; vienna's,Johnny Guitar
"History, Drama",en,2012-11-09,6.9,end; choices; 16th,Lincoln
"Comedy, Drama, Romance",en,2016-10-07,5.4,effects; successful; puberty,The Late Bloomer
Thriller,en,2018-10-10,6.1,fateful; action; something,Galveston
"Drama, Comedy",en,2014-08-06,7.3,centered; restaurant; french,The Hundred-Foot Journey
"Horror, Drama, Fantasy",es,2013-06-21,6.7,could; house; prophecy:,The House at the End of Time
Drama,en,2010-01-22,6.8,meets; manages; around,Hesher
"Drama, Mystery, Thriller",en,2009-12-04,6.6,obsessed; flares; student,Cracks
"Action, Thriller",en,1990-10-30,5.3,terrorist; armstrong; ninjas,American Ninja 4: The Annihilation
"Fantasy, Science Fiction",ru,2006-01-01,6.1,moscow; device; serves,Day Watch
"Crime, Drama",en,1962-12-20,8.0,evils; jem; dill,To Kill a Mockingbird
"Drama, Romance",en,2020-05-08,6.2,kids; american; plunged,The Nest
"Drama, History, War",en,1965-12-16,6.9,coming; year; germany,Battle of the Bulge
Drama,en,1984-08-23,8.1,pull; desert; walked,"Paris, Texas"
"Documentary, Comedy",en,2018-01-19,8.0,death; robin; words,Robin Williams: Come Inside My Mind
"Crime, Drama, Mystery, Thriller",en,1997-05-02,6.8,road; trucker; thriller,Breakdown
"Animation, Adventure, Comedy, Family",en,2022-08-24,0.0,boots; taken; mythical,Puss in Boots: The Last Wish
Documentary,es,2008-02-01,6.6,underprivileged; country; brought,Pablo Escobar: Angel or Demon?
"Horror, Action, Science Fiction",en,1999-01-14,5.3,american; destroyed; boards,Virus
"Comedy, Romance",en,2008-11-06,5.9,spring; four; enroll,Another Gay Sequel: Gays Gone Wild!
"Horror, Thriller",en,2016-09-24,5.8,captive; shelter; obsessed,Pet
"Adventure, Comedy",en,1986-05-08,6.2,ship; pace; french,Pirates
"Action, Adventure, Comedy, Horror, Science Fiction, Thriller",en,2019-08-17,4.3,oceanborne; threatens; contends,Zombie Tidal Wave
Comedy,en,2006-08-25,5.9,scatter; germany; siblings,Beerfest
"Drama, Comedy",fr,1973-05-16,7.1,intention; villa; death,La Grande Bouffe
"Comedy, Drama",en,2013-05-17,7.4,aspiring; diminishing; york,Frances Ha
"Drama, Romance, Science Fiction",en,2010-03-18,6.8,also; kathy; adults,Never Let Me Go
